Id,Sales
26540,8681.53327
27396,3068.00715224
28252,3094.25567313
29108,4953.98192743
29964,4935.77614087
30820,4856.84533053
31676,4883.02224624
32532,5316.67018826
33388,3110.44363104
34244,3076.0463105
35100,5797.86878735
35956,6317.84769973
36812,6279.36504996
37668,7101.59875668
38524,8660.70635683
39380,3439.36223799
40236,3493.97888992
5,6991.4797767
861,7215.37132816
1717,7936.48732975
2573,9569.60284058
3429,3251.00401071
4285,5527.06279611
5141,5968.14806785
5997,5979.39978666
6853,6011.70203203
7709,6077.9284957
8565,6382.60828191
9421,3216.81810223
10277,5583.96771777
11133,7284.80237305
11989,7493.1030686
12845,8179.19500717
13701,8320.87485954
14557,11266.8896839
15413,3546.68565108
16269,5932.94959588
17125,6760.12349473
17981,6015.46351862
18837,6065.33938324
19693,5747.37409361
20549,5915.97437787
21405,3213.04567543
22261,5307.49505875
23117,7022.40224287
23973,7049.25884807
24829,7151.30152165
25685,7761.33988631
26541,9897.76252439
27397,3366.14424941
28253,5674.14873591
29109,6190.42309533
29965,5977.66884986
30821,5938.69401736
31677,5897.90789168
32533,6474.95755652
33389,3413.06257209
34245,5667.96990811
35101,7045.37271586
35957,7157.38929597
36813,7310.52916398
37669,7910.47729982
38525,9620.19104622
39381,3570.03437292
40237,6061.94632033
6,5691.97378342
862,5894.29434779
1718,6639.71563286
2574,7780.22644089
3430,3782.45382519
4286,3883.56354146
5142,4983.71778512
5998,4840.35733212
6854,4872.01771594
7710,4966.18096662
8566,5251.47864243
9422,3585.996508
10278,3892.94198875
11134,5889.93867045
11990,6060.85029479
12846,6502.87027671
13702,6330.9686555
14558,9111.95954242
15414,3856.41289464
16270,3999.6171153
17126,5246.59282342
17982,4782.9412954
18838,4883.17469477
19694,4665.2085921
20550,5239.14230446
21406,3724.73716009
22262,3730.81500975
23118,5636.76064011
23974,5686.28960728
24830,5676.52064419
25686,6352.22885831
26542,7773.30870236
27398,3919.30391636
28254,3977.65175213
29110,5040.92653739
29966,4784.73704277
30822,4758.92152724
31678,4828.33525219
32534,5313.92418946
33390,3972.54062065
34246,3953.27906475
35102,5710.41698041
35958,5796.48756128
36814,5831.11375158
37670,6603.8475013
38526,7771.97741722
39382,4300.29348813
40238,4416.5944304
7,7997.16438575
863,8373.00706601
1719,8813.42270792
2575,10596.3897587
3431,4569.14905407
4287,5856.25829176
5143,6845.21389317
5999,6916.3496497
6855,6936.66104655
7711,6986.38380397
8567,7326.82476827
9423,4530.80776162
10279,5929.24684924
11135,8110.96379317
11991,8506.58613438
12847,9044.13271976
13703,9101.77974786
14559,13270.9575786
15415,4741.74886681
16271,6247.3577063
17127,7492.49462062
17983,6892.77895078
18839,7021.40491389
19695,6628.00514387
20551,6667.69332008
21407,4860.3947429
22263,5630.1783673
23119,7765.74994205
23975,7963.87919814
24831,8207.43357232
25687,8518.42829716
26543,10795.815562
27399,5091.45726729
28255,6018.52112734
29111,7071.9371037
29967,7009.57127578
30823,6946.79294306
31679,6973.375616
32535,7507.66944938
33391,5173.49347911
34247,6024.86701317
35103,8027.45992668
35959,8244.68471842
36815,8511.57809642
37671,8767.16143004
38527,10645.5106148
39383,5380.39636584
40239,6503.28294292
8,8128.39145811
864,8392.2809232
1720,9054.40595776
2576,11254.8485811
3432,5399.59403539
4288,5806.48101438
5144,6578.42561625
6000,6640.04075882
6856,6678.77262635
7712,6798.84644065
8568,7108.33695427
9424,5382.05609976
10280,5909.33984421
11136,8271.42412662
11992,8450.39452337
12848,8652.1310842
13704,9140.8062541
14560,14608.9026635
15416,5205.22494658
16272,6294.35843552
17128,7174.19949656
17984,6547.69737041
18840,6700.25214643
19696,6387.3624581
20552,6425.60989485
21408,5338.82397316
22264,5585.71197393
23120,7873.58370621
23976,8064.59150219
24832,8190.33802849
25688,8659.39682199
26544,11394.979237
27400,5593.18234829
28256,5971.58187978
29112,6739.57081068
29968,6649.50099279
30824,6608.97787005
31680,6705.47601769
32536,7256.68788979
33392,5712.77755084
34248,6008.88236409
35104,8131.18566783
35960,8353.67327789
36816,8463.41630979
37672,9061.25919039
38528,11410.191689
39384,5900.91943282
40240,6370.43242563
9,5467.93256671
865,5657.5820827
1721,6191.02035962
2577,7235.55196082
3433,5367.02198005
4289,3981.26826457
5145,3706.31012355
6001,3520.35707494
6857,3471.8465455
7713,3462.95294617
8569,3744.27433918
9425,5136.23614206
10281,4072.1721462
11137,5625.12218928
11993,5608.28031327
12849,5727.97712435
13705,5540.22381101
14561,9007.00287143
15417,6659.83310698
16273,4505.95126154
17129,4093.79100699
17985,3513.43877484
18841,3618.2112377
19697,3350.72387429
20553,3852.94018328
21409,5293.56890248
22265,3977.73716855
23121,5665.650668
23977,5474.47314654
24833,5487.7430317
25689,5992.89551305
26545,7413.66564154
27401,5385.40917307
28257,4100.30705273
29113,3866.3612261
29969,3544.06331773
30825,3457.4229098
31681,3477.66535687
32537,3857.38897512
33393,5535.39100047
34249,4097.65593205
35105,5744.54376651
35961,5611.66481869
36817,5689.00729567
37673,6123.56765507
38529,7261.93229529
39385,5993.25320879
40241,4552.07124102
10,5588.4652141
866,5787.73066719
1722,6327.88298614
2578,7673.23912798
3434,3421.69077657
4290,3501.29769732
5146,4548.42456588
6002,4358.32306372
6858,4401.55312078
7714,4495.93211104
8570,4756.39390882
9426,3266.66656114
10282,3540.02816486
11138,5423.93773628
11994,5721.06249054
12850,5897.68414059
13706,6328.0784711
14562,10300.2229946
15418,3435.48246045
16274,3664.97336817
17130,4975.41821029
17986,4528.41025595
18842,4554.64579462
19698,4377.04148407
20554,5038.94685368
21410,3438.48367746
22266,3408.43840828
23122,5694.36474784
23978,5766.92809489
24834,5699.79823618
25690,6200.68818994
26546,7965.00960843
27402,3566.59508823
28258,3582.21981519
29114,4700.8442284
29970,4418.28933579
30826,4392.94000578
31682,4457.67670253
32538,4876.49748589
33394,3638.85965419
34250,3589.52141365
35106,5611.091654
35962,5763.31981172
36818,5854.99203952
37674,6385.7630797
38530,7755.28707932
39386,3718.73146706
40242,4046.88616477
11,7262.8991146
867,7453.26191969
1723,7747.79033108
2579,9731.78589426
3435,6576.81340626
4291,5791.18968808
5147,6286.98931107
6003,5715.16247252
6859,5686.36301316
7715,5677.81314305
8571,6017.02776538
9427,6399.41029686
10283,5876.73852685
11139,7689.96485209
11995,7648.23165986
12851,7806.52302508
13707,7821.59606264
14563,12926.738148
15419,7260.56340666
16275,6547.81616098
17131,6591.3788446
17987,5609.56986175
18843,5719.80853776
19699,5319.37958534
20555,5610.22703977
21411,6511.21360373
22267,5731.69623931
23123,7227.2646551
23979,7123.58847707
24835,7246.70555062
25691,7444.95501993
26547,10055.6411745
27403,6682.27756162
28259,6002.65799288
29115,6460.06609571
29971,5754.8297273
30827,5591.17260547
31683,5628.39676836
32539,6262.5846053
33395,6700.48063183
34251,5941.29654825
35107,7474.6745123
35963,7473.39986102
36819,7606.11702627
37675,7692.01158723
38531,9850.43233675
39387,6825.41612369
40243,6330.8833688
12,7958.7470729
868,8215.08413244
1724,9041.58396441
2580,10902.0699743
3436,4297.98004358
4292,5572.05443273
5148,6719.87820867
6004,6692.95063407
6860,6656.85929915
7716,6688.47853707
8572,7181.20108893
9428,4252.78805186
10284,5620.3349369
11140,8266.52372364
11996,8350.51001074
12852,9073.03881927
13708,8456.84168698
14564,12650.8454415
15420,4691.80805457
16276,5886.94495222
17132,7286.42901655
17988,6578.09174201
18844,6721.75485693
19700,6373.25003138
20556,6443.84369018
21412,4311.63914604
22268,5360.19702391
23124,7949.58127933
23980,7865.65517141
24836,7986.31158784
25692,8661.02320471
26548,10908.953308
27404,4517.06836828
28260,5730.49078533
29116,7009.51745918
29972,6661.21232086
30828,6618.96966929
31684,6673.73144509
32540,7326.67460238
33396,4580.02385041
34252,5715.01000796
35108,8183.55145787
35964,8147.60679829
36820,8323.42456413
37676,9011.95268819
38532,10959.7013226
39388,4792.29677508
40244,6102.32564342
13,7020.41957302
869,7262.74677257
1725,7720.41529162
2581,9612.72260372
3437,4026.72227376
4293,4688.55168623
5149,5921.60688098
6005,5872.24681728
6861,5905.03033827
7717,5960.69454711
8573,6242.44186304
9429,3991.85597458
10285,4738.04917361
11141,7304.94560009
11997,7313.29296203
12853,7555.75892105
13709,7877.45588441
14565,12326.7624114
15421,3902.61336486
16277,4991.34466323
17133,6589.21375083
17989,5995.10998021
18845,6040.78626201
19701,5710.30783031
20557,5848.23849345
21413,3981.40041997
22269,4510.28027676
23125,7105.54759265
23981,7078.4377748
24837,7198.25634808
25693,7520.4572396
26549,9983.90018248
27405,4171.09897653
28261,4821.87094113
29117,6142.14883978
29973,5947.40312466
30829,5909.68647613
31685,5924.96135865
32541,6377.21981163
33397,4237.16702046
34253,4817.86470182
35109,7167.81908329
35965,7230.78552103
36821,7340.33647458
37677,7727.54174279
38533,9730.77542711
39389,4436.33813271
40245,5185.79371452
14,8609.06703957
870,8839.81473694
1726,9577.16374164
2582,10847.4804735
3438,6554.63300732
4294,5447.47214093
5150,6962.4387339
6006,7147.57845507
6862,7032.53945614
7718,7019.22016618
8574,7583.72750701
9430,5920.96743384
10286,5521.77224504
11142,8035.59172659
11998,8605.40671218
12854,8730.11465001
13710,8583.76991475
14566,12645.7559232
15422,8225.77426705
16278,6186.3750659
17134,7586.08926
17990,7217.73167248
18846,7397.94673316
19702,6887.72808124
20558,7992.15505129
21414,6654.14438681
22270,5460.1503457
23126,8242.84178136
23982,8474.22620004
24838,8404.94251029
25694,8939.10438074
26550,11050.4676362
27406,6768.31553417
28262,5627.33198263
29118,7283.33630968
29974,7268.83154502
30830,7090.1333258
31686,7135.78489443
32542,7875.51218188
33398,6566.62441616
34254,5573.15486095
35110,8337.46236272
35966,8640.8240656
36822,8693.20430577
37678,9367.14904671
38534,10914.2517528
39390,7014.65597096
40246,6483.12473661
15,5992.46652519
871,6171.71139092
1727,6871.79960385
2583,8202.58757615
3439,6378.33726263
4295,4757.52631808
5151,4130.71053171
6007,4046.6718218
6863,3986.6739476
7719,3981.41423411
8575,4313.10865644
9431,6402.71310032
10287,4896.49113385
11143,6224.98702019
11999,6208.21166827
12855,6256.63613356
13711,6059.01136397
14567,11270.5534655
15423,7001.37348868
16279,5265.10466176
17135,4443.64347337
17991,3974.03418915
18847,4095.63294961
19703,3804.95023107
20559,3978.61840398
21415,6351.92142162
22271,4687.89608286
23127,6035.41546219
23983,5895.23396926
24839,6001.24814393
25695,6634.17393794
26551,8381.48158651
27407,6468.9135613
28263,4871.94776013
29119,4308.34098197
29975,4029.43456846
30831,3949.08685941
31687,3982.48304979
32543,4439.3885925
33399,6654.09283862
34255,4887.56416694
35111,6202.40645532
35967,6147.5273948
36823,6298.02303415
37679,6826.52743666
38535,8357.77732885
39391,6853.06159265
40247,5162.29928638
16,4888.44575285
872,5054.47923286
1728,5555.64966209
2584,6674.61343154
3440,3085.5294943
4296,3109.37887987
5152,3975.26742948
6008,3772.31992218
6864,3710.64664737
7720,3764.43495657
8576,4047.96060783
9432,2946.74494069
10288,3144.85730084
11144,4920.19819258
12000,5017.06640182
12856,5178.3413077
13712,5041.25937971
14568,8312.55014565
15424,3211.43899515
16280,3283.86959339
17136,4263.32440432
17992,3793.97065072
18848,3854.19508862
19704,3686.68868166
20560,4108.36870387
21416,3048.43819773
22272,3008.81996867
23128,4971.56123086
23984,4905.82679999
24840,4889.91928003
25696,5307.9725802
26552,6779.82518093
27408,3190.02409939
28264,3190.23704314
29120,4152.13048312
29976,3810.00474608
30832,3768.2005112
31688,3831.09738703
32544,4145.20356582
33400,3255.78108556
34256,3197.84013621
35112,5030.51754005
35968,4989.87534052
36824,5050.79091661
37680,5478.81468221
38536,6755.86897532
39392,3525.80172901
40248,3566.44222316
17,5954.8804066
873,6119.48048708
1729,6700.49675688
2585,8098.05843149
3441,6649.3128352
4297,4422.20530991
5153,4658.50834423
6009,4287.80558457
6865,4276.68330921
7721,4270.2526248
8577,4529.2693608
9433,6276.61392644
10289,4515.4771619
11145,6197.34490452
12001,6281.84510001
12857,6865.99623187
13713,6366.90502914
14569,9930.02632356
15425,7836.51699376
16281,4943.01754233
17137,4946.7497259
17993,4216.655788
18849,4318.03306426
19705,4006.34557949
20561,4652.19700635
21417,6570.68258147
22273,4413.19487099
23129,6087.1975402
23985,5907.04182358
24841,5897.35879897
25697,6408.86500157
26553,8254.93176396
27409,6735.55732263
28265,4583.80881295
29121,4720.83169765
29977,4268.29323479
30833,4157.09588207
31689,4179.17454442
32545,4686.74242176
33401,6833.16115807
34257,4576.02605662
35113,6163.00868547
35969,6089.04924487
36825,6163.32727477
37681,6654.03539933
38537,8101.6130452
39393,7345.81669016
40249,5045.72868144
18,9741.59078954
874,10252.2440861
1730,10854.1780667
2586,12850.2090902
3442,6046.35133901
4298,7060.75350798
5154,8324.19899959
6010,8175.02368641
6866,8252.42156841
7722,8337.4550886
8578,8666.97931618
9434,6024.63987745
10290,7171.75976987
11146,10663.2285331
12002,10231.4881728
12858,10864.4393997
13714,10917.3094584
14570,18540.6322973
15426,5927.00170186
16282,7594.27603566
17138,9182.47707989
17994,8282.44521921
18850,8372.73129651
19706,7920.96627877
20562,8089.96766628
21418,5969.32131733
22274,6782.09864678
23130,10271.6420817
23986,9829.56245053
24842,10137.68564
25698,10548.5868111
26554,13315.4833176
27410,6247.95999714
28266,7243.93219716
29122,8628.59163993
29978,8237.5434963
30834,8216.92995744
31690,8232.62953163
32546,8888.95704396
33402,6383.50985621
34258,7279.6435683
35114,10505.3672727
35970,10070.0123528
36826,10407.7240441
37682,10855.4812964
38538,12925.6055217
39394,6899.3055604
40250,8046.3722867
19,10758.3350239
875,11055.308236
1731,11733.8510036
2587,13612.5358202
3443,10889.7044863
4299,8131.43314598
5155,8659.9560179
6011,8324.60322908
6867,8321.99662594
7723,8558.00710134
8579,9045.32286292
9435,10473.7670901
10291,8317.07351247
11147,11366.4778452
12003,11609.153439
12859,12976.0833086
13715,12729.8996445
14571,17711.3087011
15427,13959.3022207
16283,9216.47159211
17139,9792.09030846
17995,8526.29546843
18851,8658.85387065
19707,8182.65168671
20563,9486.69348729
21419,10794.779092
22275,8093.55370376
23131,11167.6677365
23987,10931.7026791
24843,10872.3785512
25699,11396.2609715
26555,14114.6974197
27411,10983.2374657
28267,8343.82301175
29123,8958.73026905
29979,8353.3756746
30835,8200.74195964
31691,8406.3944477
32547,9409.33806471
33403,11289.0879785
34259,8338.42884531
35115,11002.4473826
35971,11044.6900925
36827,11212.4220172
37683,11721.4979912
38539,13790.7009136
39395,12402.7439436
40251,9391.410419
20,9696.49252733
876,10068.8409059
1732,11413.2892762
2588,13777.5012455
3444,6659.18121667
4300,6680.63089366
5156,7255.32766434
6012,7201.13866331
6868,7244.10507568
7724,7398.87527577
8580,7769.58301535
9436,6272.69574951
10292,6757.43615863
11148,10176.3548277
12004,10552.1998767
12860,11380.5242278
13716,12729.5423451
14572,18801.3942859
15428,8244.77658925
16284,7478.51380299
17140,8170.41067683
17996,7433.16110562
18852,7491.67567544
19708,7154.80599104
20564,8068.47924826
21420,6756.59851509
22276,6490.84219429
23132,9712.7363984
23988,9866.27763483
24844,9857.54655355
25700,11063.3187967
26556,14157.1078018
27412,6984.8782837
28268,6854.32818989
29124,7505.64689695
29980,7276.64200547
30836,7233.25822988
31692,7372.15352073
32548,7948.97062289
33404,7161.64618299
34260,6871.26239933
35116,9622.50776344
35972,9975.62466629
36828,10233.3494061
37684,11797.6776832
38540,14359.6697141
39396,8135.64258814
40252,7973.20857125
21,7809.71670129
877,8017.2349179
1733,8750.13380131
2589,10711.0137954
3445,6711.82407823
4301,6595.90646209
5157,6570.54832587
6013,6180.44617491
6869,6165.74660591
7725,6194.11781939
8581,6562.48669372
9437,6521.37284267
10293,6787.96388588
11149,8330.39974807
12005,8366.28307485
12861,9019.37613675
13717,9024.14151636
14573,12815.366222
15429,8289.44200416
16285,7523.19704956
17141,7255.75016273
17997,6262.19003593
18853,6341.72937875
19709,5826.57018974
20565,6153.18727994
21421,6651.35662107
22277,6582.18089332
23133,8065.97043249
23989,7874.93116415
24845,7988.39855165
25701,8557.08445866
26557,11197.4561348
27413,6747.78751853
28269,6869.77211165
29125,6856.13808364
29981,6250.55828027
30837,6089.04554636
31693,6007.32569455
32549,6793.47897755
33405,6877.19792734
34261,6891.18772595
35117,8033.51934973
35973,7984.41327128
36829,8147.93387009
37685,8626.17767262
38541,10736.184864
39397,6957.4087288
40253,7161.3841724
22,4529.70899817
878,4643.62880998
1734,5263.84796144
2590,6655.51303907
3446,2867.76634357
4302,3407.30797376
5158,3440.40811328
6014,3426.93440016
6870,3425.80829005
7726,3502.48227377
8582,3745.24121677
9438,2641.84295096
10294,3496.53575216
11150,4295.06805364
12006,4620.96068685
12862,4938.55338115
13718,5572.24477278
14574,8168.89082044
15430,3295.31033848
16286,3710.85167739
17142,3894.23643608
17998,3515.62421143
18854,3508.14288874
19710,3359.77463212
20566,3847.66290741
21422,2823.53085066
22278,3322.97722489
23134,4512.48783703
23990,4689.81934459
24846,4600.95830113
25702,5079.68329371
26558,6742.55559484
27414,2905.92552089
28270,3493.43759676
29126,3554.67450635
29982,3439.50275329
30838,3385.0654877
31694,3454.42093922
32550,3828.55612853
33406,2913.91007123
34262,3552.92590362
35118,4459.46934797
35974,4785.31984511
36830,4824.86160276
37686,5441.45074345
38542,6937.15042898
39398,3167.25406825
40254,4046.34290288
23,6082.74081866
879,6189.86274316
1735,6620.95186822
2591,7956.6341656
3447,3714.46464068
4303,5347.33800011
5159,5598.60557344
6015,5008.48936435
6871,4937.35294475
7727,4925.23941714
8583,5150.35697697
9439,3642.98966718
10295,5486.47397248
11151,6594.56395454
12007,6429.06930806
12863,6889.12624506
13719,6811.34875176
14575,9325.72336288
15431,4662.14487855
16287,6068.53342932
17143,5870.4946281
17999,4927.33854172
18855,4986.35574812
19711,4641.16268406
20567,4772.26076914
21423,3727.76694767
22279,5340.12494615
23135,6298.38742833
23991,6041.62497063
24847,6098.95436218
25703,6444.19331735
26559,8167.19449589
27415,3802.89810268
28271,5604.51985857
29127,5760.48731318
29983,5052.24731091
30839,4863.3572759
31695,4891.07962085
32551,5417.18812189
33407,3914.8310629
34263,5672.48658708
35119,6535.21212006
35975,6332.09078871
36831,6327.76940269
37687,6608.67516055
38543,7972.25120418
39399,3992.50884874
40255,5878.27039149
24,4528.1057326
880,4692.51082253
1736,5219.91289239
2592,6102.95658126
3448,2402.51728311
4304,2375.35960122
5160,3398.88147507
6016,3312.06027483
6872,3292.14275489
7728,3340.64921839
8584,3692.68313427
9440,2246.34470239
10296,2381.09681288
11152,4530.4757209
12008,4577.40011045
12864,4710.74094841
13720,4706.60139655
14576,7266.57619341
15432,2466.55813867
16288,2513.14851769
17144,3682.24571353
18000,3307.26966187
18856,3389.44239923
19712,3245.45803893
20568,3746.63618452
21424,2408.17251213
22280,2313.12737754
23136,4599.34046923
23992,4537.86681454
24848,4534.7037243
25704,5011.09957574
26560,6186.6523317
27416,2499.58686083
28272,2452.53904488
29128,3541.70990725
29984,3312.08370444
30840,3302.86198522
31696,3358.78099185
32552,3784.78504605
33408,2543.95122224
34264,2436.51876977
35120,4667.2045088
35976,4627.14255793
36832,4626.58431118
37688,5153.38056667
38544,6212.41462168
39400,2830.94603918
40256,2762.37688454
25,8180.22427939
881,8386.42051271
1737,9335.31008063
2593,10756.6462473
3449,8791.40794516
4305,7838.76587674
5161,7450.07506518
6017,7329.37238673
6873,7338.01197629
7729,7455.83866487
8585,7641.13450302
9441,8579.21505772
10297,7919.46706982
11153,8805.34439236
12009,8871.62119944
12865,9601.14667968
13721,9905.39686598
14577,12946.7164944
15433,9977.63055329
16289,8509.25773959
17145,8344.1978427
18001,7418.60405987
18857,7446.88470386
19713,7057.88362822
20569,7090.06429444
21425,9057.00436019
22281,7535.4154262
23137,8412.13251599
23993,8271.35664679
24849,8335.66726258
25705,9130.75246426
26561,11127.2820205
27417,9411.80003519
28273,8055.94985225
29129,7772.83640701
29985,7370.20767085
30841,7291.39718103
31697,7232.38227569
32553,7748.8720453
33409,9586.04084079
34265,8047.17783446
35121,8439.0632278
35977,8397.64842754
36833,8520.671153
37689,9438.44401867
38545,10968.9187205
39401,10150.1330128
40257,8771.91842421
26,10927.8227359
882,11355.5043838
1738,12416.5374593
2594,15667.8121903
3450,8673.73485043
4306,8400.81901932
5162,9056.96902026
6018,8499.830256
6874,8603.64818015
7730,8582.54141754
8586,9051.32231822
9442,8394.38943107
10298,8480.92737219
11154,11449.4500939
12010,11843.4475596
12866,12333.0380723
13722,12244.0305854
14578,19903.3231919
15434,9430.93108677
16290,9258.4557875
17146,9745.29188015
18002,8624.83585523
18858,8839.16837013
19714,8119.58114725
20570,8493.20090481
21426,8601.27826563
22282,8254.04812543
23138,10887.5973267
23994,10895.9718821
24850,11161.4472794
25706,12077.3565006
26562,16289.54168
27418,8808.58173072
28274,8696.22959479
29130,9399.44624173
29986,8707.13031459
30842,8606.22068213
31698,8500.84878936
32554,9288.50542299
33410,8947.92759774
34266,8562.92890076
35122,11254.8418036
35978,11190.620675
36834,11499.7213038
37690,12053.6615673
38546,15337.8636676
39402,9101.14534094
40258,8999.35859677
27,9143.2780043
883,9493.79848198
1739,10174.8501132
2595,11683.9215806
3451,6232.44440695
4307,9175.47915515
5163,8398.86854318
6019,8574.42799313
6875,8439.49862023
7731,8452.34003765
8587,9095.82144229
9443,5874.1223301
10299,9287.44655916
11155,9889.30548243
12011,9569.81317877
12867,9868.88412874
13723,10191.1236862
14579,13657.9554723
15435,6784.70875911
16291,9822.33482964
17147,9040.18815834
18003,8501.51803231
18859,8696.89896313
19715,8241.53485845
20571,8380.91308801
21427,6128.74182801
22283,8605.36131315
23139,9499.67515643
23995,9148.54365231
24851,9268.33071891
25707,9720.7167317
26563,11943.1913389
27419,6465.71617383
28275,9339.72776697
29131,8780.76148447
29987,8665.76742173
30843,8576.01553832
31699,8619.93932693
32555,9346.14369291
33411,6360.33145306
34267,9347.17692586
35123,9852.43703372
35979,9446.56263846
36835,9653.68049117
37691,10215.9576297
38547,11959.1721031
39403,6824.78726284
40259,10393.4095706
28,6068.69490688
884,6236.22726733
1740,6847.23228391
2596,8199.77085323
3452,7697.48201231
4308,5006.35600573
5164,4965.81718551
6020,4510.07382281
6876,4508.6614832
7732,4506.93465293
8588,4761.54869654
9444,6861.39909809
10300,5120.21148904
11156,6411.57967601
12012,6441.22855841
12868,7001.3356971
13724,7192.94248748
14580,10037.0868625
15436,9353.60941716
16292,5717.56081495
17148,5506.98386491
18004,4621.29616006
18860,4680.03240661
19716,4298.99768322
20572,4998.8352527
21428,7677.08977966
22284,4995.86770714
23140,6406.32353144
23996,6168.24945952
24852,6138.36548398
25708,6668.91803911
26564,8569.61987855
27420,7862.11673465
28276,5171.25968586
29132,5145.49467165
29988,4555.75451048
30844,4447.21618155
31700,4406.94222689
32556,4940.5800064
33412,7809.24894506
34268,5167.46391427
35124,6283.02423162
35980,6191.30394256
36836,6190.63275796
37692,6789.37338796
38548,8220.46894827
39404,8343.26346641
40260,5673.82437746
29,5403.24720888
885,5651.37996619
1741,6174.65920196
2597,7799.22170425
3453,2708.04802994
4309,2865.56538615
5165,3876.20942265
6021,3782.35361324
6877,3845.25096384
7733,3929.49251768
8589,4177.9667074
9445,2474.60580251
10301,2898.51652002
11157,5259.36441873
12013,5537.59046405
12869,5789.14174128
13725,6373.53380999
14581,9729.46133053
15437,3496.24387518
16293,3057.55850351
17149,4347.60669581
18005,3901.60170823
18861,3973.99575969
19717,3790.91043643
20573,4329.03483855
21429,2879.9705641
22285,2779.48440914
23141,5388.96686892
23997,5490.50604939
24853,5529.10261611
25709,6004.15176833
26565,8040.02985165
27421,3008.64320883
28277,2934.87519334
29133,4009.96028565
29989,3822.01625454
30845,3839.49263588
31701,3912.99025637
32557,4258.84931359
33413,3048.34051636
34269,2942.12746837
35125,5359.46478883
35981,5558.41343969
36837,5566.25694791
37693,6107.37459844
38549,7754.45095553
39405,3315.29021554
40261,3269.98737985
30,4669.00780191
886,4856.51707157
1742,5337.203627
2598,6160.36014722
3454,5162.9477689
4310,4769.84583689
5166,3855.03541483
6022,3669.89415261
6878,3717.37003993
7734,3776.01467927
8590,3964.10147545
9446,4683.56934931
10302,4789.51454136
11158,4698.74854616
12014,4802.42048999
